rank,lemma,pos_kelly,pos_ud,english
906,utstyr,n,NOUN,equipment
907,standard,n,NOUN,standard
908,gjennomført,adj,ADJ,implemented
909,tegn,n,NOUN,character
910,linje,n,NOUN,line
911,ressurs,n,NOUN,resource
912,skjerm,n,NOUN,screen
913,befolkning,n,NOUN,population
914,retning,n,NOUN,direction
915,T-bane,n,NOUN,underground
916,skaffe,v,VERB,get
917,tube,n,NOUN,tube
918,moderne,adj,ADJ,modern
919,olje,n,NOUN,oil
920,skatt,n,NOUN,tax
921,tale,n,NOUN,speech
922,lansere,v,VERB,launch
923,rimelig,adj,ADJ,reasonable
924,president,n,NOUN,president
925,konge,n,NOUN,king
926,tusen,det,DET,thousand
927,dukke,v,VERB,duck
928,enorm,adj,ADJ,enormous
929,bibliotek,n,NOUN,library
930,mengde,n,NOUN,amount
931,næringsliv,n,NOUN,business
932,bred,adj,ADJ,wide
933,vedtak,n,NOUN,decision
934,vare,n,NOUN,good
935,sentrum,n,NOUN,centre
936,fremme,v,VERB,promote
937,sjelden,adv,ADV,rarely
938,hyggelig,adj,ADJ,cosy
939,bekrefte,v,VERB,confirm
940,ansvarlig,adj,ADJ,responsible
941,fordel,n,NOUN,advantage
942,oppstå,v,VERB,occur
943,rettighet,n,NOUN,right
944,oppdage,v,VERB,discover
945,foregå,v,VERB,occur
946,teknologi,n,NOUN,technology
947,innføre,v,VERB,introduce
948,utgjøre,v,VERB,implement
949,re,v,VERB,prepare
950,lignende,adj,ADJ,similar
951,uttale,v,VERB,pronounce
952,kristen,adj,ADJ,Christian
953,oppe,prep,PREP,up
954,dansk,adj,ADJ,Danish
955,stoff,n,NOUN,material
956,frisk,adj,ADJ,fresh
957,kjøp,n,NOUN,purchase
958,hjerte,n,NOUN,heart
959,begrense,v,VERB,limit
960,skyldes,v,VERB,owe to
961,vekst,n,NOUN,growth
962,varm,adj,ADJ,warm
963,post,n,NOUN,mail
964,umulig,adj,ADJ,impossible
965,sau,n,NOUN,sauna
966,opprinnelig,adj,ADJ,original
967,kjærlighet,n,NOUN,love
968,vinter,n,NOUN,winter
969,skyld,n,NOUN,debt
970,varme,n,NOUN,warmth
971,hotell,n,NOUN,hotel
972,flink,adj,ADJ,capable
973,grønn,adj,ADJ,green
974,global,adj,ADJ,global
975,forståelse,n,NOUN,understanding
976,mørk,adj,ADJ,dark
977,minne,v,VERB,mine
978,godkjenne,v,VERB,approve
979,æsj,interj,INTERJ,ugh
980,hende,v,VERB,happen
981,varsle,v,VERB,warn
982,bord,n,NOUN,table
983,tradisjonell,adj,ADJ,traditional
984,part,n,NOUN,part
985,gate,n,NOUN,street
986,konto,n,NOUN,account
987,enhver,pron,PRON,any
988,ringe,v,VERB,phone
989,nettside,n,NOUN,webpage
990,materiale,n,NOUN,material
991,omtale,v,VERB,talk about
992,fjøs,n,NOUN,cowshed
993,tom,adj,ADJ,empty
994,enebolig,n,NOUN,single family home
995,konkret,adj,ADJ,concrete
996,avdeling,n,NOUN,department
997,historisk,adj,ADJ,historical
998,publikum,n,NOUN,audience
999,snu,v,VERB,turn
1000,ytterligere,adj,ADJ,further
1001,ettersom,conj,CONJ,as
1002,ramme,n,NOUN,frame
1003,europeisk,adj,ADJ,European
1004,trykke,v,VERB,print
1005,unge,n,NOUN,youth
1006,øl,n,NOUN,beer
1007,kald,adj,ADJ,cold
1008,foreløpig,adj,ADJ,preliminary
1009,link,n,NOUN,link
1010,omfatte,v,VERB,include
1011,syv,det,DET,seven
1012,usikker,adj,ADJ,uncertain
1013,nekte,v,VERB,deny
1014,øvre,adj,ADJ,upper
1015,søknad,n,NOUN,application
1016,perfekt,adj,ADJ,perfect
1017,sikkerhet,n,NOUN,security
1018,representant,n,NOUN,representative
1019,mer,n,NOUN,more
1020,begrep,n,NOUN,concept
1021,langs,prep,PREP,along
1022,vekk,adv,ADV,away
1023,forsvar,n,NOUN,defence
1024,holdning,n,NOUN,attitude
1025,konflikt,n,NOUN,conflict
1026,maskin,n,NOUN,machine
1027,nylig,adv,ADV,recently
1028,tank,n,NOUN,tank
1029,stenge,v,VERB,close
1030,nettsted,n,NOUN,homepage
1031,sove,v,VERB,sleep
1032,vesentlig,adj,ADJ,considerable
1033,pen,adj,ADJ,nice
1034,nummer,n,NOUN,number
1035,snakk,n,NOUN,talk
1036,drift,n,NOUN,operation
1037,argument,n,NOUN,argument
1038,begynnelse,n,NOUN,beginning
1039,kone,n,NOUN,wife
1040,journalist,n,NOUN,journalist
1041,dreie,v,VERB,turn
1042,prinsipp,n,NOUN,principle
1043,lenke,n,NOUN,chain
1044,religion,n,NOUN,religion
1045,fjerne,v,VERB,remove
1046,emne,n,NOUN,subject
1047,fred,n,NOUN,peace
1048,kommentere,v,VERB,comment
1049,katt,n,NOUN,cat
1050,lete,v,VERB,search
1051,muslim,n,NOUN,Muslim
1052,vestkant,n,NOUN,west side
1053,teori,n,NOUN,theory
1054,hjemmeside,n,NOUN,homepage
1055,nede,adv,ADV,down
1056,vis,n,NOUN,show
1057,luft,n,NOUN,air
1058,hindre,v,VERB,hinder
1059,oppmerksomhet,n,NOUN,attention
1060,fortjene,v,VERB,deserve
1061,bevegelse,n,NOUN,movement
1062,variere,v,VERB,vary
1063,dømme,v,VERB,judge
1064,omkring,prep,PREP,about
1065,ordning,n,NOUN,scheme
1066,ekstrem,adj,ADJ,extreme
1067,butikk,n,NOUN,shop
1068,økning,n,NOUN,increase
1069,klær,n,NOUN,clothes
1070,virkelighet,n,NOUN,reality
1071,årlig,adj,ADJ,annually
1072,jord,n,NOUN,soil
1073,forlate,v,VERB,leave
1074,sør,n,NOUN,south
1075,dum,adj,ADJ,stupid
1076,bortpå,adj,ADJ,over at
1077,professor,n,NOUN,professor
1078,kritisk,adj,ADJ,critical
1079,fordele,v,VERB,distribute
1080,banan,n,NOUN,banana
1081,annerledes,adj,ADJ,different
1082,stykke,n,NOUN,piece
1083,velkommen,adj,ADJ,welcome
1084,mars,n,NOUN,March
1085,understreke,v,VERB,underline
1086,jakt,n,NOUN,hunt
1087,fullstendig,adj,ADJ,complete
1088,løs,adj,ADJ,loose
1089,omfattende,adj,ADJ,extensive
1090,inntrykk,n,NOUN,impression
1091,prege,v,VERB,point
1092,et,det,DET,one
1093,medføre,v,VERB,entail
1094,deilig,adj,ADJ,lovely
1095,danne,v,VERB,create
1096,heldigvis,adv,ADV,luckily
1097,kina,n,NOUN,China
1098,kontor,n,NOUN,office
1099,avgjøre,v,VERB,decide
1100,strategi,n,NOUN,strategy
1101,kostnad,n,NOUN,cost
1102,bestille,v,VERB,order
1103,energi,n,NOUN,energy
1104,studere,v,VERB,study
1105,innom,prep,PREP,inside
1106,tilpasse,v,VERB,adapt
1107,kg,n,NOUN,kg
1108,peke,v,VERB,point
1109,stikke,v,VERB,prick
1110,fiske,v,VERB,fish
1111,undervisning,n,NOUN,education
1112,havn,n,NOUN,harbour
1113,art,n,NOUN,type
1114,beholde,v,VERB,keep
1115,neppe,adv,ADV,hardly
1116,rygg,n,NOUN,back
1117,gård,n,NOUN,farm
1118,britisk,adj,ADJ,British
1119,km,n,NOUN,km
1120,fugl,n,NOUN,bird
1121,lønn,n,NOUN,salary
1122,tvinge,v,VERB,force
1123,strikk,n,NOUN,rubber band
1124,lei,adj,ADJ,distance
1125,spare,v,VERB,save
1126,aktør,n,NOUN,actor
1127,institusjon,n,NOUN,institution
1128,formål,n,NOUN,purpose
1129,band,n,NOUN,band
1130,videregående,adj,ADJ,advanced
1131,direktør,n,NOUN,director
1132,måle,v,VERB,measure
1133,not,n,NOUN,seine
1134,vegg,n,NOUN,wall
1135,frykte,v,VERB,fear
1136,kunst,n,NOUN,art
1137,reagere,v,VERB,react
1138,innrømme,v,VERB,admit
1139,hverdag,n,NOUN,everyday
1140,relatere,v,VERB,relate
1141,eiendom,n,NOUN,property
1142,sekund,n,NOUN,second
1143,uavhengig,adj,ADJ,independent
1144,ledd,n,NOUN,joint
1145,sitat,n,NOUN,quotation
1146,fattig,adj,ADJ,poor
1147,kutte,v,VERB,cut
1148,engasjere,v,VERB,engage
1149,flertall,n,NOUN,majority
1150,rapportere,v,VERB,report
1151,allikevel,adv,ADV,anyway
1152,spre,v,VERB,spread
1153,konklusjon,n,NOUN,conclusion
1154,tidspunkt,n,NOUN,time
1155,redigere,v,VERB,edit
1156,vold,n,NOUN,violence
1157,opplæring,n,NOUN,training
1158,ferd,n,NOUN,journey
1159,fylkeskommune,n,NOUN,county council
1160,nettverk,n,NOUN,network
1161,ferie,n,NOUN,holiday
1162,gul,adj,ADJ,yellow
1163,kjær,adj,ADJ,cute
1164,leilighet,n,NOUN,apartment
1165,avstand,n,NOUN,distance
1166,påpeke,v,VERB,point out
1167,spor,n,NOUN,track
1168,reaksjon,n,NOUN,reaction
1169,østkant,n,NOUN,east side
1170,klikk,n,NOUN,click
1171,plate,n,NOUN,plate
1172,solid,adj,ADJ,solid
1173,hytte,n,NOUN,cabin
1174,angripe,v,VERB,attack
1175,utgave,n,NOUN,edition
1176,frihet,n,NOUN,freedom
1177,forandre,v,VERB,change
1178,savne,v,VERB,miss
1179,suksess,n,NOUN,success
1180,etterpå,adv,ADV,afterwards
1181,motor,n,NOUN,engine
1182,anse,v,VERB,regard
1183,rolig,adj,ADJ,peaceful
1184,altfor,adv,ADV,too
1185,tyde,v,VERB,interpret
1186,oppfordre,v,VERB,encourage
1187,kontrakt,n,NOUN,contract
1188,unntak,n,NOUN,exception
1189,detalj,n,NOUN,detail
1190,enhet,n,NOUN,unit
1191,cm,n,NOUN,cm
1192,dø,v,VERB,die
1193,kontrollere,v,VERB,check
1194,posisjon,n,NOUN,position
1195,igjennom,prep,PREP,through
1196,sol,n,NOUN,sun
1197,hår,n,NOUN,hair
1198,budsjett,n,NOUN,budget
1199,streng,adj,ADJ,severe
1200,øyeblikk,n,NOUN,moment
1201,hoppe,v,VERB,hop
1202,more,v,VERB,amuse
1203,slag,n,NOUN,blow
1204,laste,v,VERB,load
1205,kjempegøy,adj,ADJ,great
1206,anlegg,n,NOUN,installation
1207,dog,adv,ADV,however
1208,overta,v,VERB,take over
1209,løpe,v,VERB,run
1210,ansikt,n,NOUN,face
1211,vanligvis,adv,ADV,normally
1212,bidrag,n,NOUN,contribution
1213,mamma,n,NOUN,mum
1214,respekt,n,NOUN,respect
1215,åtte,det,DET,eight
1216,bolig,n,NOUN,house
1217,hundre,det,DET,hundred
1218,nærhet,n,NOUN,proximity
1219,oppfatte,v,VERB,understand
1220,tilhøre,v,VERB,belong
1221,akseptere,v,VERB,accept
1222,psykisk,adj,ADJ,physical
1223,beskjed,n,NOUN,message
1224,advokat,n,NOUN,lawyer
1225,bry,v,VERB,care
1226,innstilling,n,NOUN,setting
1227,diverse,adj,ADJ,various
1228,skog,n,NOUN,forest
1229,trykk,n,NOUN,print
1230,dom,n,NOUN,judgement
1231,ri,v,VERB,stitch
1232,grunnleggende,adj,ADJ,basic
1233,engang,adv,ADV,once
1234,gøy,adj,ADJ,gay
1235,sjef,n,NOUN,boss
1236,forsvare,v,VERB,defend
1237,indre,adj,ADJ,inner
1238,frivillig,adj,ADJ,voluntary
1239,forutsetning,n,NOUN,precondition
1240,datter,n,NOUN,daughter
1241,presse,v,VERB,press
1242,nyttig,adj,ADJ,useful
1243,brann,n,NOUN,fire
1244,tøff,adj,ADJ,tough
1245,lykkes,v,VERB,succeed
1246,angrep,n,NOUN,attack
1247,fokusere,v,VERB,focus
1248,avgjørende,adj,ADJ,imperative
1249,utstilling,n,NOUN,exhibition
1250,finger,n,NOUN,finger
1251,veranda,n,NOUN,veranda
1252,individuell,adj,ADJ,individual
1253,utland,n,NOUN,foreign countries
1254,tja,interj,INTERJ,well…
1255,ok,interj,INTERJ,ok
1256,lagre,v,VERB,store
1257,samtale,n,NOUN,conversation
1258,beskytte,v,VERB,protect
1259,erstatte,v,VERB,replace
1260,automatisk,adj,ADJ,automatically
1261,umiddelbar,adj,ADJ,immediately
1262,kvartal,n,NOUN,quarter
1263,mage,n,NOUN,spouse
1264,seriøs,adj,ADJ,serious
1265,vilje,n,NOUN,will
1266,fylke,n,NOUN,region
1267,greie,n,NOUN,understanding
1268,fransk,adj,ADJ,French
1269,uttalelse,n,NOUN,pronunciation
1270,bikkje,n,NOUN,dog
1271,dokument,n,NOUN,document
1272,skremme,v,VERB,scare
1273,jevn,adj,ADJ,"level, smooth"
1274,liksom,adv,ADV,like
1275,smak,n,NOUN,taste
1276,produsent,n,NOUN,producer
1277,smile,v,VERB,smile
1278,fest,n,NOUN,party
1279,konferanse,n,NOUN,conference
1280,russ,n,NOUN,sixth former
1281,eier,n,NOUN,owner
1282,utslipp,n,NOUN,emission
1283,oppdrag,n,NOUN,assignment
1284,sannsynligvis,adv,ADV,probably
1285,dobbel,adj,ADJ,double
1286,foreligge,v,VERB,exist
1287,tradisjon,n,NOUN,tradition
1288,forsiktig,adj,ADJ,careful
1289,relevant,adj,ADJ,relevant
1290,utenlandsk,adj,ADJ,foreign
1291,forresten,adv,ADV,by the way
1292,skifte,v,VERB,change
1293,ukjent,adj,ADJ,unknown
1294,befinne,v,VERB,be
1295,fot,n,NOUN,foot
1296,forskrift,n,NOUN,instruction
1297,sitere,v,VERB,quote
1298,statlig,adj,ADJ,stately
1299,bringe,v,VERB,bring
1300,mangel,n,NOUN,lack
1301,bekymre,v,VERB,worry
1302,gym,n,NOUN,PE
1303,undersøke,v,VERB,examine
1304,soldat,n,NOUN,soldier
1305,oppgi,v,VERB,state
1306,utnytte,v,VERB,use
1307,design,n,NOUN,design
1308,motsatt,adj,ADJ,opposite
1309,drøm,n,NOUN,dream
1310,munn,n,NOUN,mouth
1311,religiøs,adj,ADJ,religious
1312,felt,n,NOUN,field
1313,artist,n,NOUN,artist
1314,anta,v,VERB,assume
1315,blå,adj,ADJ,blue
1316,forklaring,n,NOUN,explanation
1317,nærme,v,VERB,close in
1318,forside,n,NOUN,front page
1319,sønn,n,NOUN,son
1320,dommer,n,NOUN,judge
1321,typisk,adj,ADJ,typical
1322,prioritere,v,VERB,prioritise
1323,bevege,v,VERB,move
1324,arbeidsplass,n,NOUN,work place
1325,sektor,n,NOUN,sector
1326,leke,v,VERB,play
1327,eksamen,n,NOUN,exam
1328,analyse,n,NOUN,analysis
1329,utarbeide,v,VERB,produce
1330,offisiell,adj,ADJ,official
1331,nydelig,adj,ADJ,neat
1332,skjule,v,VERB,cover
1333,håp,n,NOUN,hope
1334,definere,v,VERB,define
1335,legg,n,NOUN,game
1336,oppfatning,n,NOUN,impression
1337,bygning,n,NOUN,building
1338,hav,n,NOUN,sea
1339,brenne,v,VERB,burn
1340,synd,n,NOUN,sin
1341,pause,n,NOUN,pause
1342,beskrivelse,n,NOUN,description
1343,koble,v,VERB,link
1344,kjempegod,adj,ADJ,really great
1345,bestemmelse,n,NOUN,decision
1346,sunn,adj,ADJ,healthy
1347,vindu,n,NOUN,window
1348,dit,prep,PREP,there
1349,bror,n,NOUN,brother
1350,hendelse,n,NOUN,event
1351,medisin,n,NOUN,medicine
1352,forbi,prep,PREP,past
1353,runde,n,NOUN,round
1354,stil,n,NOUN,style
1355,merkelig,adj,ADJ,strange
1356,bunn,n,NOUN,bottom
1357,kommunal,adj,ADJ,municipal
1358,ytre,adj,ADJ,outer
1359,kategori,n,NOUN,category
1360,avsløre,v,VERB,uncover
1361,rund,adj,ADJ,round
1362,halvpart,n,NOUN,half part
1363,felle,v,VERB,fell
1364,tåle,v,VERB,tolerate
1365,kart,n,NOUN,map
1366,snill,adj,ADJ,"clever, handy"
1367,lange,v,VERB,hand
1368,mobil,adj,ADJ,mobile
1369,ære,n,NOUN,honour
1370,innsendt,adj,ADJ,dispatch
1371,blande,v,VERB,mix
1372,ekte,adj,ADJ,true
1373,stolt,adj,ADJ,proud
1374,høgskole,n,NOUN,college
1375,nødvendigvis,adv,ADV,necessarily
1376,rente,v,VERB,interest
1377,departement,n,NOUN,department
1378,nordisk,adj,ADJ,Nordic
1379,kjønn,n,NOUN,gender
1380,forutsette,v,VERB,assume
1381,dato,n,NOUN,date
1382,innbygger,v,VERB,inhabitant
1383,tilstand,n,NOUN,condition
1384,skuespiller,n,NOUN,actor
1385,seng,n,NOUN,bed
1386,søt,adj,ADJ,sweet
1387,tulle,v,VERB,wrap
1388,veiledning,n,NOUN,guide
1389,arm,n,NOUN,arm
1390,nyte,v,VERB,enjoy
1391,servere,v,VERB,serve
1392,trist,adj,ADJ,sad
1393,sleng,n,NOUN,style
1394,signal,n,NOUN,signal
1395,kjedelig,adj,ADJ,dull
1396,rein,n,NOUN,reindeer
1397,last,n,NOUN,load
1398,stjerne,n,NOUN,star
1399,mikrofon,n,NOUN,microphone
1400,sannhet,n,NOUN,truth
1401,statsminister,n,NOUN,prime minister
1402,smerte,n,NOUN,pain
1403,kule,n,NOUN,ball
1404,fengsel,n,NOUN,prison
1405,ettermiddag,n,NOUN,afternoon
1406,nøye,adj,ADJ,satisfied
1407,overgang,n,NOUN,transition
1408,forholde,v,VERB,relate
1409,blad,n,NOUN,leaf
1410,kapittel,n,NOUN,chapter
1411,element,n,NOUN,element
1412,rykte,n,NOUN,rumour
1413,forventning,n,NOUN,expectation
1414,skolegård,n,NOUN,school yard
1415,elektronisk,adj,ADJ,electronic
1416,sjø,n,NOUN,"sea, lake"
1417,alkohol,n,NOUN,alcohol
1418,data,n,NOUN,data
1419,egenskap,n,NOUN,characteristic
1420,fremfor,prep,PREP,instead of
1421,villig,adj,ADJ,willing
1422,kar,n,NOUN,tub
1423,litteratur,n,NOUN,literature
1424,påstand,n,NOUN,assertion
1425,perspektiv,n,NOUN,perspective
1426,le,v,VERB,laugh
1427,blod,n,NOUN,blood
1428,problemstilling,n,NOUN,issue
1429,heldig,adj,ADJ,lucky
1430,såpass,adv,ADV,
1431,samling,n,NOUN,collection
1432,tydeligvis,adv,ADV,clearly
1433,verk,n,NOUN,work
1434,kvinnelig,adj,ADJ,womanly
1435,feire,v,VERB,celebrate
1436,elv,n,NOUN,river
1437,tilstrekkelig,adj,ADJ,adequate
1438,muligens,adv,ADV,possibly
1439,lek,n,NOUN,game
1440,vin,n,NOUN,wine
1441,intern,adj,ADJ,internal
1442,kjerring,n,NOUN,old woman
1443,score,v,VERB,score
1444,Italia,n,NOUN,Italy
1445,vennlig,adj,ADJ,friendly
1446,faktor,n,NOUN,factor
1447,kandidat,n,NOUN,candidate
1448,fremstå,v,VERB,appear
1449,arrangement,n,NOUN,arrangement
1450,besteforelder,n,NOUN,grandparents
1451,kjæreste,n,NOUN,sweetheart
1452,ni,det,DET,nine
1453,blikk,n,NOUN,glance
1454,islam,n,NOUN,Islam
1455,overføre,v,VERB,transfer
1456,lukke,v,VERB,close
1457,hud,n,NOUN,skin
1458,bevisst,adj,ADJ,consciously
1459,do,n,NOUN,loo
1460,samarbeide,v,VERB,cooperate
1461,moro,adj,ADJ,fun
1462,kommunikasjon,n,NOUN,communication
1463,slåball,n,NOUN,kind of softball
1464,vitenskapelig,adj,ADJ,scientific
1465,kombinasjon,n,NOUN,combination
1466,trussel,n,NOUN,threat
1467,forberede,v,VERB,prepare
1468,stein,n,NOUN,stone
1469,gull,n,NOUN,gold
1470,kaffe,n,NOUN,coffee
1471,slette,v,VERB,delete
1472,nedover,prep,PREP,down
1473,dialog,n,NOUN,dialogue
1474,middag,n,NOUN,"noon, dinner"
1475,levende,adj,ADJ,living
1476,rase,v,VERB,race
1477,plukke,v,VERB,pick
1478,fremtidig,adj,ADJ,future
1479,arbeidsgiver,n,NOUN,employer
1480,hensikt,n,NOUN,intention
1481,herlig,adj,ADJ,excellent
1482,dokumentere,v,VERB,document
1483,plassering,n,NOUN,placing
1484,krise,n,NOUN,crisis
1485,involvere,v,VERB,involve
1486,kvadrat,n,NOUN,square
1487,gravid,adj,ADJ,pregnant
1488,status,n,NOUN,status
1489,opplyse,v,VERB,inform
1490,hybel,n,NOUN,bed-sit
1491,korrekt,adj,ADJ,correct
1492,huse,n,NOUN,houses
1493,spiss,n,NOUN,tip
1494,himmel,n,NOUN,sky
1495,rive,v,VERB,rake
1496,øre,n,NOUN,ear
1497,hate,v,VERB,hate
1498,forbund,n,NOUN,federation
1499,plante,n,NOUN,plant
1500,høyde,n,NOUN,height
1501,opprettholde,v,VERB,maintain
1502,lokale,n,NOUN,hall
1503,stemning,n,NOUN,atmosphere
1504,funke,n,NOUN,world
1505,undertegne,v,VERB,sign
1506,ulovlig,adj,ADJ,illegal
1507,oppføre,v,VERB,act
1508,orden,n,NOUN,system
1509,snø,n,NOUN,snow
1510,valp,n,NOUN,pup
1511,vill,adj,ADJ,wild
1512,straffe,v,VERB,punish
1513,fange,v,VERB,"trap, catch"
1514,anonym,adj,ADJ,anonymous
1515,dramatisk,adj,ADJ,dramatic
1516,egne,v,VERB,be fit for
1517,pleie,v,VERB,care
1518,delvis,adv,ADV,partly
1519,kunstner,n,NOUN,artist
1520,reell,adj,ADJ,real
1521,mail,n,NOUN,mail
1522,ovenfor,prep,PREP,above
1523,innvandrer,n,NOUN,immigrant
1524,nabo,n,NOUN,neighbour
1525,hallo,interj,INTERJ,hallo
1526,hull,n,NOUN,hole
1527,boks,n,NOUN,box
1528,løfte,v,VERB,promise
1529,tegne,v,VERB,draw
1530,forhånd,n,NOUN,forehand
1531,ekspert,n,NOUN,expert
1532,døgn,n,NOUN,day
1533,vind,n,NOUN,wind
1534,festival,n,NOUN,festival
1535,ivareta,v,VERB,take care of
1536,tildele,v,VERB,distribute
1537,skudd,n,NOUN,shoot
1538,stas,n,NOUN,decoration
1539,gifte,v,VERB,marry
1540,påstå,v,VERB,claim
1541,ekstern,adj,ADJ,external
1542,skritt,n,NOUN,step
1543,vende,v,VERB,turn
1544,møtes,v,VERB,meet
1545,klima,n,NOUN,climate
1546,andel,n,NOUN,share
1547,alvor,n,NOUN,seriousness
1548,låne,v,VERB,lend
1549,tynn,adj,ADJ,thin
1550,kulturell,adj,ADJ,cultural
1551,glass,n,NOUN,glass
1552,oppover,prep,PREP,above
1553,smake,v,VERB,taste
1554,investering,n,NOUN,investment
1555,sko,n,NOUN,shoe
1556,motstander,n,NOUN,opponent
1557,garantere,v,VERB,guarantee
1558,industri,n,NOUN,industry
1559,engasjement,n,NOUN,commitment
1560,bevise,v,VERB,prove
1561,favoritt,n,NOUN,favourite
1562,redaktør,n,NOUN,editor
1563,voldsom,adj,ADJ,powerful
1564,kant,n,NOUN,edge
1565,overleve,v,VERB,survive
1566,gratulere,v,VERB,congratulate
1567,keeper,n,NOUN,keeper
1568,kombinere,v,VERB,combine
1569,vedkommende,adj,ADJ,concerned
1570,preke,v,VERB,point
1571,satsing,n,NOUN,staking
1572,roman,n,NOUN,novel
1573,hit,adv,ADV,here
1574,tørre,v,VERB,dry
1575,egg,n,NOUN,egg
1576,ro,n,NOUN,peace
1577,generasjon,n,NOUN,generation
1578,fjerde,adj,ADJ,fourth
1579,sannsynlig,adj,ADJ,probably
1580,klassisk,adj,ADJ,classic
1581,jøde,n,NOUN,Jew
1582,innflytter,n,NOUN,"new tenant, immigrant"
1583,medisinsk,adj,ADJ,medical
1584,demokrati,n,NOUN,democracy
1585,helle,v,VERB,slope
1586,gjeng,n,NOUN,gang
1587,regi,n,NOUN,"stage management, direction"
1588,fet,adj,ADJ,fat
1589,profesjonell,adj,ADJ,professional
1590,foredrag,n,NOUN,lecture
1591,motstand,n,NOUN,resistance
1592,forbedre,v,VERB,improve
1593,seksuell,adj,ADJ,sexual
1594,utvide,v,VERB,expand
1595,derifra,prep,PREP,from there
1596,ifra,prep,PREP,from
1597,frykt,n,NOUN,fear
1598,bonde,n,NOUN,farmer
1599,ring,n,NOUN,ring
1600,sur,adj,ADJ,sour
1601,beregne,v,VERB,calculate
1602,temperatur,n,NOUN,temperature
1603,fart,n,NOUN,speed
1604,bransje,n,NOUN,sector
1605,skriftlig,adj,ADJ,written
1606,oppgjør,n,NOUN,settlement
1607,våkne,v,VERB,wake
1608,batteri,n,NOUN,battery
1609,arbeidsliv,n,NOUN,work life
1610,male,v,VERB,paint
1611,helt,n,NOUN,hero
1612,hittil,adv,ADV,until
1613,tendens,n,NOUN,tendency
1614,søk,n,NOUN,search
1615,binde,v,VERB,bind
1616,te,n,NOUN,tea
1617,jaså,adv,ADV,so
1618,riktignok,adv,ADV,sure enough
1619,virkning,n,NOUN,effect
1620,tørr,adj,ADJ,dry
1621,nøyaktig,adj,ADJ,exact
1622,regional,adj,ADJ,regional
1623,passere,v,VERB,pass
1624,gjenge,n,NOUN,progress
1625,gripe,v,VERB,catch
1626,grundig,adj,ADJ,thorough
1627,klikke,v,VERB,click
1628,pluss,adv,ADV,plus
1629,symptom,n,NOUN,symptom
1630,gave,n,NOUN,present
1631,føles,v,VERB,feel
1632,tillit,n,NOUN,trust
1633,ake,v,VERB,sledge
1634,toast,n,NOUN,toast
1635,varg,n,NOUN,wolf
1636,programvare,v,VERB,software
1637,ordne,v,VERB,fix
1638,hage,n,NOUN,hook
1639,avvise,v,VERB,dismiss
1640,dokumentasjon,n,NOUN,documentation
1641,figur,n,NOUN,figure
1642,tilbakemelding,n,NOUN,feedback
1643,initiativ,n,NOUN,initiative
1644,heve,v,VERB,increase
1645,uttrykke,v,VERB,express
1646,motsetning,n,NOUN,contrast
1647,bygg,n,NOUN,barley;construction
1648,finale,n,NOUN,finale
1649,skip,n,NOUN,ship
1650,nedre,adj,ADJ,lower
1651,ane,v,VERB,sense
1652,åpenbare,v,VERB,reveal
1653,synke,v,VERB,swallow
1654,utenom,prep,PREP,around
1655,teknikk,n,NOUN,technique
1656,offer,n,NOUN,victim
1657,demokratisk,adj,ADJ,democracy
1658,kino,n,NOUN,cinema
1659,forhandling,n,NOUN,negotiation
1660,synlig,adj,ADJ,visible
1661,anbefaling,n,NOUN,recommendation
1662,muslimsk,adj,ADJ,Muslim
1663,oppløsning,n,NOUN,solution
1664,maks,adj,ADJ,max
1665,bryst,n,NOUN,breast
1666,gjenta,v,VERB,repeat
1667,fornuftig,adj,ADJ,sensible
1668,reklame,n,NOUN,advertisement
1669,seminar,n,NOUN,seminar
1670,børs,n,NOUN,stock exchange
1671,kritisere,v,VERB,criticise
1672,aksjon,n,NOUN,action
1673,episode,n,NOUN,episode
1674,meny,n,NOUN,menu
1675,likhet,n,NOUN,likeness
1676,beklage,v,VERB,regret
1677,artig,adj,ADJ,funny/odd
1678,kle,v,VERB,dress
1679,riksmål,n,NOUN,official national language
1680,samtlige,adj,ADJ,all
1681,danse,v,VERB,dance
1682,sykkel,n,NOUN,bicycle
1683,avansere,v,VERB,advance
1684,spenning,n,NOUN,tension
1685,låt,n,NOUN,sound
1686,hive,v,VERB,toss
1687,forbeholde,v,VERB,reserve
1688,svekke,v,VERB,let down
1689,bla,v,VERB,turn
1690,åpning,n,NOUN,opening
1691,formidle,v,VERB,disseminate
1692,rydde,v,VERB,clear
1693,nytte,n,NOUN,use
1694,våpen,n,NOUN,weapon
1695,vekke,v,VERB,wake
1696,opptre,v,VERB,act
1697,tolke,v,VERB,interpret
1698,avgjørelse,n,NOUN,decision
1699,hjørne,n,NOUN,corner
1700,bit,n,NOUN,bite
1701,stygg,adj,ADJ,nasty
1702,fersk,adj,ADJ,fresh
1703,gulv,n,NOUN,floor
1704,forening,n,NOUN,association
1705,tog,n,NOUN,train
1706,sone,n,NOUN,zone
1707,rå,adj,ADJ,raw
1708,søren,interj,INTERJ,bother
1709,forlag,n,NOUN,publisher
1710,nødt,adj,ADJ,obliged
1711,region,n,NOUN,region
1712,drap,n,NOUN,murder
1713,plikt,n,NOUN,obligation
1714,uenig,adj,ADJ,"at odds, divided, opposed"
1715,stole,v,VERB,trust
1716,drømme,v,VERB,dream
1717,real,adj,ADJ,real
